gene_id,disease_id,source_gwas_year,source_gwas_gene,hop
2309,D015212,2008,6774,1
2316,D015212,2017,815,1
2321,D015212,2008,4485,1
2322,D015212,2008,6774,1
2324,D015212,2008,4485,1
2335,D015212,2016,3683,1
2339,D015212,2015,79947,1
2342,D015212,2015,79947,1
2353,D015212,2008,6774,1
2354,D015212,2015,4772,1
2357,D015212,2016,2776,1
2358,D015212,2017,5336,1
2359,D015212,2017,5336,1
2475,D015212,2012,5579,1
2525,D015212,2010,2524,1
2526,D015212,2010,2524,1
2527,D015212,2010,2524,1
2528,D015212,2010,2524,1
2534,D015212,2010,51744,1
2535,D015212,2016,2776,1
2549,D015212,2016,3570,1
2554,D015212,2010,5334,1
2555,D015212,2010,5334,1
2556,D015212,2010,5334,1
2557,D015212,2010,5334,1
2559,D015212,2010,5334,1
2560,D015212,2010,5334,1
2561,D015212,2010,5334,1
2563,D015212,2010,5334,1
2564,D015212,2010,5334,1
2565,D015212,2010,5334,1
2566,D015212,2010,5334,1
2567,D015212,2010,5334,1
2568,D015212,2010,5334,1
2625,D015212,2010,3559,1
2626,D015212,2015,10758,1
2628,D015212,2016,4843,1
2629,D015212,2015,2581,1
2642,D015212,2016,2776,1
2645,D015212,2008,6774,1
2651,D015212,2010,2524,1
2683,D015212,2010,2524,1
2690,D015212,2012,3717,1
2693,D015212,2016,2776,1
2697,D015212,2012,5579,1
2717,D015212,2015,2581,1
2719,D015212,2015,3481,1
2735,D015212,2015,51684,1
2736,D015212,2015,51684,1
2737,D015212,2015,51684,1
2740,D015212,2016,2776,1
2767,D015212,2015,5321,1
2770,D015212,2012,5579,1
2771,D015212,2012,5579,1
2773,D015212,2012,5579,1
2774,D015212,2012,114,1
2775,D015212,2012,5579,1
2778,D015212,2012,114,1
2781,D015212,2015,5321,1
2782,D015212,2012,5579,1
2783,D015212,2012,5579,1
2784,D015212,2012,5579,1
2785,D015212,2012,5579,1
2786,D015212,2012,5579,1
2787,D015212,2012,5579,1
2788,D015212,2012,5579,1
2790,D015212,2012,5579,1
2791,D015212,2012,5579,1
2792,D015212,2012,5579,1
2793,D015212,2012,5579,1
2798,D015212,2016,2776,1
2826,D015212,2012,3717,1
2829,D015212,2012,3717,1
2833,D015212,2012,3717,1
2834,D015212,2016,2776,1
2846,D015212,2011,2768,1
2847,D015212,2016,2776,1
2862,D015212,2013,4295,1
2864,D015212,2016,2776,1
2885,D015212,2015,10019,1
2889,D015212,2017,999,1
2890,D015212,2017,815,1
2891,D015212,2017,815,1
2902,D015212,2012,5579,1
2903,D015212,2012,5579,1
2904,D015212,2012,5579,1
2905,D015212,2012,5579,1
2906,D015212,2012,5579,1
2911,D015212,2011,2768,1
2912,D015212,2011,2768,1
2913,D015212,2011,2768,1
2914,D015212,2011,2768,1
2915,D015212,2011,2768,1
2916,D015212,2011,2768,1
2918,D015212,2011,2768,1
2919,D015212,2012,4790,1
2920,D015212,2012,4790,1
2921,D015212,2012,4790,1
2925,D015212,2016,2776,1
2932,D015212,2015,4772,1
3055,D015212,2009,2212,1
3061,D015212,2016,2776,1
3062,D015212,2016,2776,1
3064,D015212,2016,29796,1
3091,D015212,2008,6774,1
3108,D015212,2010,4261,1
3109,D015212,2010,4261,1
3111,D015212,2010,4261,1
3112,D015212,2010,4261,1
3113,D015212,2010,4261,1
3115,D015212,2010,4261,1
3118,D015212,2010,4261,1
3123,D015212,2010,4261,1
3125,D015212,2010,4261,1
3126,D015212,2010,4261,1
3127,D015212,2010,4261,1
3146,D015212,2016,7099,1
3170,D015212,2016,6198,1
3251,D015212,2008,144811,1
3265,D015212,2011,4046,1
3269,D015212,2016,2776,1
3280,D015212,2015,4851,1
3309,D015212,2016,2081,1
3313,D015212,2016,7099,1
3315,D015212,2012,4790,1
3329,D015212,2016,7099,1
3356,D015212,2016,2776,1
3357,D015212,2016,2776,1
3358,D015212,2016,2776,1
3383,D015212,2012,4790,1
3397,D015212,2020,5906,1
3417,D015212,2015,50,1
3418,D015212,2015,50,1
3419,D015212,2015,50,1
3420,D015212,2015,50,1
3421,D015212,2015,50,1
3439,D015212,2007,149233,1
3440,D015212,2007,149233,1
3441,D015212,2007,149233,1
3442,D015212,2007,149233,1
3443,D015212,2007,149233,1
3444,D015212,2007,149233,1
3445,D015212,2007,149233,1
3446,D015212,2007,149233,1
3447,D015212,2007,149233,1
3448,D015212,2007,149233,1
3449,D015212,2007,149233,1
3451,D015212,2007,149233,1
3452,D015212,2007,149233,1
3454,D015212,2010,7297,1
3455,D015212,2010,7297,1
3456,D015212,2010,3659,1
3458,D015212,2007,149233,1
3459,D015212,2010,7297,1
3467,D015212,2012,4790,1
3479,D015212,2008,6774,1
3480,D015212,2011,2768,1
3483,D015212,2008,6774,1
3486,D015212,2008,6774,1
3516,D015212,2012,864,1
3551,D015212,2012,1326,1
3552,D015212,2012,4790,1
3553,D015212,2012,4790,1
3558,D015212,2007,149233,1
3560,D015212,2012,3717,1
3561,D015212,2008,6774,1
3562,D015212,2007,149233,1
3563,D015212,2012,3717,1
3565,D015212,2007,149233,1
3566,D015212,2012,4790,1
3567,D015212,2007,149233,1
3568,D015212,2012,3717,1
3569,D015212,2007,149233,1
3572,D015212,2008,6774,1
3574,D015212,2007,149233,1
3576,D015212,2012,4790,1
3577,D015212,2011,2768,1
3579,D015212,2011,2768,1
3587,D015212,2009,3586,1
3588,D015212,2009,3586,1
3592,D015212,2007,149233,1
3593,D015212,2007,149233,1
3594,D015212,2008,6774,1
3596,D015212,2007,149233,1
3597,D015212,2012,3717,1
3600,D015212,2007,149233,1
3601,D015212,2012,4790,1
3605,D015212,2008,6774,1
3606,D015212,2010,8807,1
3612,D015212,2017,5336,1
3613,D015212,2017,5336,1
3627,D015212,2012,4790,1
3628,D015212,2017,5336,1
3630,D015212,2008,6774,1
3632,D015212,2012,253430,1
3633,D015212,2017,5336,1
3643,D015212,2012,5579,1
3651,D015212,2012,2494,1
3654,D015212,2015,23118,1
3655,D015212,2009,3912,1
3661,D015212,2010,64170,1
3667,D015212,2012,5579,1
3684,D015212,2012,10636,1
3685,D015212,2012,4790,1
3688,D015212,2009,3912,1
3689,D015212,2012,10636,1
3690,D015212,2012,5579,1
3691,D015212,2012,5579,1
3693,D015212,2012,5579,1
3694,D015212,2012,5579,1
3695,D015212,2012,5579,1
3696,D015212,2012,5579,1
3705,D015212,2012,253430,1
3706,D015212,2012,253430,1
3707,D015212,2012,253430,1
3708,D015212,2009,11273,1
3709,D015212,2009,11273,1
3710,D015212,2009,11273,1
3714,D015212,2015,4851,1
3716,D015212,2007,149233,1
3718,D015212,2007,149233,1
3725,D015212,2009,3586,1
3726,D015212,2008,6774,1
3727,D015212,2015,4772,1
3728,D015212,2017,999,1
3759,D015212,2016,2776,1
3761,D015212,2016,2776,1
3768,D015212,2016,2776,1
3770,D015212,2016,2776,1
3776,D015212,2016,2776,1
3780,D015212,2012,5579,1
3781,D015212,2012,5579,1
3782,D015212,2012,5579,1
3783,D015212,2012,5579,1
3784,D015212,2012,109,1
3791,D015212,2008,4485,1
3815,D015212,2008,6774,1
3845,D015212,2011,4046,1
3932,D015212,2014,5788,1
3934,D015212,2012,4790,1
3937,D015212,2012,4790,1
3953,D015212,2012,3717,1
3955,D015212,2015,4851,1
3973,D015212,2008,6774,1
3977,D015212,2012,3717,1
4049,D015212,2012,4790,1
4050,D015212,2015,4055,1
4051,D015212,2015,5321,1
4067,D015212,2009,2212,1
4068,D015212,2010,51744,1
4085,D015212,2017,51343,1
4086,D015212,2010,4088,1
4087,D015212,2007,149233,1
4089,D015212,2007,149233,1
4091,D015212,2010,4088,1
4092,D015212,2010,4088,1
4094,D015212,2010,3559,1
4137,D015212,2017,815,1
4143,D015212,2010,1788,1
4144,D015212,2010,1788,1
4157,D015212,2016,2776,1
4158,D015212,2016,2776,1
4159,D015212,2016,2776,1
4160,D015212,2016,2776,1
4161,D015212,2016,2776,1
4193,D015212,2010,3659,1
4205,D015212,2015,4772,1
4207,D015212,2015,4772,1
4208,D015212,2015,4772,1
4209,D015212,2015,4772,1
4214,D015212,2012,5579,1
4215,D015212,2012,5579,1
4216,D015212,2012,5579,1
4217,D015212,2016,3554,1
4233,D015212,2008,4485,1
4242,D015212,2015,4851,1
4301,D015212,2020,5906,1
4303,D015212,2008,6774,1
4312,D015212,2012,4790,1
4313,D015212,2010,4088,1
4314,D015212,2012,4790,1
4318,D015212,2010,4088,1
4322,D015212,2012,4790,1
4323,D015212,2012,5579,1
4352,D015212,2012,3717,1
4357,D015212,2015,6821,1
4360,D015212,2009,3586,1
4486,D015212,2008,4485,1
4534,D015212,2017,5336,1
4544,D015212,2016,2776,1
4586,D015212,2012,4790,1
4602,D015212,2012,4790,1
4609,D015212,2008,6774,1
4615,D015212,2016,4843,1
4616,D015212,2012,4790,1
4624,D015212,2015,4772,1
4625,D015212,2015,4772,1
4758,D015212,2015,2581,1
4759,D015212,2015,2581,1
4760,D015212,2011,3375,1
4773,D015212,2009,3586,1
4775,D015212,2009,3586,1
4776,D015212,2009,3586,1
4780,D015212,2011,11315,1
4783,D015212,2010,8863,1
4791,D015212,2010,3559,1
4792,D015212,2012,4790,1
4793,D015212,2012,4790,1
4794,D015212,2012,4790,1
4800,D015212,2010,4261,1
4801,D015212,2010,4261,1
4802,D015212,2010,4261,1
4804,D015212,2015,3481,1
4821,D015212,2011,3375,1
4830,D015212,2012,114,1
4831,D015212,2012,114,1
4832,D015212,2012,114,1
4833,D015212,2012,114,1
4842,D015212,2017,815,1
4846,D015212,2012,5579,1
4852,D015212,2008,6774,1
4860,D015212,2008,144811,1
4879,D015212,2015,4772,1
4893,D015212,2011,4046,1
4905,D015212,2020,2562,1
4907,D015212,2008,144811,1
4914,D015212,2008,4485,1
4915,D015212,2008,4485,1
4916,D015212,2008,4485,1
4923,D015212,2016,2776,1
4952,D015212,2017,5336,1
4973,D015212,2012,4790,1
4985,D015212,2016,2776,1
4986,D015212,2016,2776,1
4987,D015212,2016,2776,1
4988,D015212,2016,2776,1
5009,D015212,2016,4843,1
5021,D015212,2010,781,1
5028,D015212,2016,2776,1
5029,D015212,2016,2776,1
5030,D015212,2016,2776,1
5031,D015212,2016,2776,1
5032,D015212,2016,2776,1
5048,D015212,2015,5321,1
5049,D015212,2015,5321,1
5050,D015212,2015,5321,1
5051,D015212,2015,5321,1
5054,D015212,2012,5328,1
5055,D015212,2012,5328,1
5071,D015212,2010,7332,1
5080,D015212,2011,3375,1
5087,D015212,2009,3586,1
5104,D015212,2012,5328,1
5133,D015212,2016,55012,1
5136,D015212,2012,114,1
5137,D015212,2012,114,1
5138,D015212,2012,114,1
5139,D015212,2012,114,1
5140,D015212,2012,114,1
5141,D015212,2017,815,1
5142,D015212,2017,815,1
5143,D015212,2017,815,1
5144,D015212,2017,815,1
5145,D015212,2012,114,1
5146,D015212,2012,114,1
5147,D015212,2012,114,1
5148,D015212,2012,114,1
5149,D015212,2012,114,1
5152,D015212,2012,114,1
5153,D015212,2012,114,1
5154,D015212,2012,4790,1
5155,D015212,2012,4790,1
5156,D015212,2008,4485,1
5158,D015212,2012,114,1
5159,D015212,2008,4485,1
5167,D015212,2012,114,1
5168,D015212,2015,5321,1
5169,D015212,2012,114,1
5170,D015212,2016,6198,1
5228,D015212,2008,6774,1
5265,D015212,2012,5328,1
5270,D015212,2012,5328,1
5286,D015212,2015,9267,1
5287,D015212,2015,9267,1
5288,D015212,2015,9267,1
5289,D015212,2017,5336,1
5290,D015212,2012,3460,1
5291,D015212,2012,3460,1
5292,D015212,2008,6774,1
5293,D015212,2012,3460,1
5294,D015212,2015,9267,1
5295,D015212,2012,3460,1
5296,D015212,2012,3460,1
5297,D015212,2017,5336,1
5298,D015212,2017,5336,1
5305,D015212,2017,5336,1
5319,D015212,2012,9415,1
5320,D015212,2012,9415,1
5322,D015212,2012,9415,1
5329,D015212,2012,5328,1
5330,D015212,2012,253430,1
5331,D015212,2012,253430,1
5332,D015212,2012,253430,1
5333,D015212,2012,253430,1
5335,D015212,2012,253430,1
5337,D015212,2012,5579,1
5338,D015212,2012,5579,1
5340,D015212,2012,5328,1
5347,D015212,2012,80315,1
5351,D015212,2016,9739,1
5352,D015212,2016,9739,1
5443,D015212,2008,6774,1
5451,D015212,2016,958,1
5452,D015212,2016,958,1
5469,D015212,2016,6198,1
5499,D015212,2010,781,1
5500,D015212,2010,781,1
5501,D015212,2010,781,1
5502,D015212,2016,55012,1
5515,D015212,2010,781,1
5516,D015212,2010,781,1
5518,D015212,2010,781,1
5519,D015212,2010,781,1
5520,D015212,2010,781,1
5521,D015212,2010,781,1
5522,D015212,2010,781,1
5523,D015212,2010,781,1
5525,D015212,2010,781,1
5526,D015212,2010,781,1
5527,D015212,2010,781,1
5528,D015212,2010,781,1
5529,D015212,2010,781,1
5530,D015212,2015,4772,1
5532,D015212,2015,4772,1
5533,D015212,2015,4772,1
5534,D015212,2015,4772,1
5535,D015212,2015,4772,1
5562,D015212,2016,6794,1
5563,D015212,2016,6794,1
5564,D015212,2016,6794,1
5565,D015212,2016,6794,1
5566,D015212,2010,781,1
5567,D015212,2010,781,1
5568,D015212,2010,781,1
5571,D015212,2016,6794,1
5578,D015212,2012,114,1
5580,D015212,2010,64170,1
5581,D015212,2016,5962,1
5582,D015212,2012,114,1
5584,D015212,2016,6794,1
5587,D015212,2012,5579,1
5590,D015212,2016,6794,1
5594,D015212,2009,2212,1
5595,D015212,2009,2212,1
5598,D015212,2012,5579,1
5599,D015212,2010,4088,1
5600,D015212,2009,2212,1
5601,D015212,2010,4088,1
5602,D015212,2010,4088,1
5603,D015212,2009,2212,1
5604,D015212,2012,1326,1
5605,D015212,2012,1326,1
5606,D015212,2016,3554,1
5608,D015212,2016,3554,1
5609,D015212,2012,1326,1
5610,D015212,2008,6774,1
5618,D015212,2008,6774,1
5621,D015212,2015,4851,1
5663,D015212,2016,2081,1
5664,D015212,2016,2081,1
5724,D015212,2009,3586,1
5728,D015212,2014,9223,1
5731,D015212,2016,2776,1
5733,D015212,2016,2776,1
5737,D015212,2011,2768,1
5742,D015212,2015,5321,1
5743,D015212,2008,6774,1
5745,D015212,2011,2768,1
5747,D015212,2012,5579,1
5777,D015212,2012,3717,1
5781,D015212,2012,3717,1
5783,D015212,2012,4790,1
5792,D015212,2016,6464,1
5817,D015212,2012,10666,1
5819,D015212,2012,10666,1
5829,D015212,2012,5579,1
5879,D015212,2009,2212,1
5880,D015212,2009,2212,1
5881,D015212,2009,2212,1
5894,D015212,2012,5579,1
5900,D015212,2020,5906,1
5908,D015212,2012,10636,1
5909,D015212,2020,5906,1
5921,D015212,2015,2050,1
5922,D015212,2011,2768,1
5923,D015212,2010,781,1
5924,D015212,2010,781,1
5959,D015212,2013,8854,1
5971,D015212,2010,3559,1
5972,D015212,2012,4790,1
5979,D015212,2008,4485,1
5986,D015212,2015,4851,1
5993,D015212,2010,4261,1
5994,D015212,2010,4261,1
5997,D015212,2012,109,1
6093,D015212,2012,4790,1
6095,D015212,2008,6774,1
6188,D015212,2015,5970,1
6194,D015212,2016,6198,1
6233,D015212,2010,7332,1
6237,D015212,2011,4046,1
6262,D015212,2016,55012,1
6278,D015212,2012,4790,1
6279,D015212,2012,4790,1
6280,D015212,2012,4790,1
6300,D015212,2009,2212,1
6324,D015212,2017,815,1
6330,D015212,2017,815,1
6331,D015212,2017,815,1
6332,D015212,2017,815,1
6347,D015212,2012,4790,1
6348,D015212,2012,4790,1
6349,D015212,2012,4790,1
6351,D015212,2012,4790,1
6352,D015212,2012,4790,1
6354,D015212,2012,4790,1
6356,D015212,2012,4790,1
6361,D015212,2012,4790,1
6372,D015212,2012,4790,1
6374,D015212,2012,4790,1
6382,D015212,2010,7148,1
6383,D015212,2016,5962,1
6385,D015212,2010,7148,1
6401,D015212,2012,4790,1
6403,D015212,2012,4790,1
6416,D015212,2012,1326,1
6452,D015212,2017,5336,1
6482,D015212,2010,2524,1
6483,D015212,2010,2524,1
6484,D015212,2010,2524,1
6487,D015212,2010,2524,1
6494,D015212,2020,5906,1
6500,D015212,2017,8454,1
6514,D015212,2008,6774,1
6531,D015212,2012,5579,1
6548,D015212,2012,5579,1
6558,D015212,2012,109,1
6608,D015212,2015,51684,1
6609,D015212,2015,2581,1
6610,D015212,2015,2581,1
6611,D015212,2008,144811,1
6654,D015212,2015,10125,1
6655,D015212,2015,10125,1
6657,D015212,2012,5460,1
6667,D015212,2015,6583,1
6714,D015212,2008,6774,1
6720,D015212,2016,2194,1
6723,D015212,2008,144811,1
6772,D015212,2007,345611,1
6773,D015212,2010,7297,1
6776,D015212,2010,7297,1
6777,D015212,2010,7297,1
6778,D015212,2009,3586,1
6790,D015212,2012,80315,1
6850,D015212,2009,2212,1
6865,D015212,2016,2776,1
6868,D015212,2015,4851,1
6869,D015212,2016,2776,1
6870,D015212,2016,2776,1
6885,D015212,2012,4790,1
6915,D015212,2016,2776,1
6932,D015212,2017,896,1
6934,D015212,2017,896,1
7006,D015212,2017,5336,1
7010,D015212,2015,3481,1
7040,D015212,2010,4088,1
7042,D015212,2010,4088,1
7043,D015212,2010,4088,1
7046,D015212,2010,4088,1
7048,D015212,2010,4088,1
7050,D015212,2010,4088,1
7054,D015212,2008,6774,1
7056,D015212,2012,4790,1
7067,D015212,2015,4851,1
7074,D015212,2020,5906,1
7097,D015212,2012,4790,1
7100,D015212,2012,4790,1
7124,D015212,2012,4790,1
7133,D015212,2010,3659,1
7137,D015212,2016,55012,1
7157,D015212,2011,11315,1
7185,D015212,2012,4790,1
7186,D015212,2012,4790,1
7187,D015212,2012,4790,1
7188,D015212,2012,4790,1
7189,D015212,2012,4790,1
7201,D015212,2016,2776,1
7222,D015212,2012,5579,1
7225,D015212,2015,4772,1
7253,D015212,2016,2776,1
7263,D015212,2015,6821,1
7270,D015212,2012,5579,1
7299,D015212,2012,5579,1
7311,D015212,2010,7332,1
7314,D015212,2010,7332,1
7316,D015212,2010,7332,1
7357,D015212,2015,2581,1
7363,D015212,2013,8854,1
